,Unnamed: 0,STREET,AREA,road1,road2,gdp,price,pop,poi,build,access,ln_access,ln_road2,ln_gdp,ln_price,ln_pop,ln_poi,ln_road1,ln_build
156,156,芷江西路街道,静安区,0.592698562,94,230.392891,59955,39048.36752,109,0.912675698,0.329884847,-1.1090116339031493,4.543294782270004,5.439786073310987,11.001349559813534,10.572556349528428,4.6913478822291435,-0.5230693363765416,-0.09137466630662024
157,157,华新镇,青浦区,0.235950688,720,149.5061252,17202,951.5230887,803,0.596206309,1.805937759,0.5910799909457657,6.579251212010101,5.007337363228901,9.752780935111424,6.858063952022462,6.688354713946762,-1.444132444941985,-0.5171685157746985
158,158,夏阳街道,青浦区,0.22344609,626,190.1176162,27482,1546.878328,653,0.336667358,3.854702451,1.349293818822353,6.439350371100098,5.2476429132704006,10.22128652389172,7.343994197189084,6.481577129276431,-1.498585102077546,-1.0886599043517033
159,159,徐泾镇,青浦区,0.260228575,708,211.6180114,64003,1651.753273,898,0.646508245,0.589838825,-0.5279059573683711,6.56244409369372,5.354782816399447,11.06668523624321,7.409592592442768,6.8001700683022,-1.346194899563722,-0.4361693275646177
160,160,朱家角镇,青浦区,0.143616955,1870,216.842129,30352,494.2814427,1520,0.140379029,4.414701109,1.4849401327834966,7.533693709848633,5.379169572643145,10.320617692174796,6.203105077022698,7.326465613840322,-1.9406055583072082,-1.9634091646435188
161,161,白鹤镇,青浦区,0.165502861,815,158.7927119,15826,819.7347365,890,0.343073221,4.091529705,1.408918911132475,6.703188113240863,5.067599652923563,9.669409436169138,6.70898079585028,6.7912214627261855,-1.7987667973053747,-1.0698113822949602
162,162,盈浦街道,青浦区,0.271957507,400,172.9338007,23916,3226.615698,555,0.53285155,2.879193788,1.057510320236594,5.991464547107982,5.15290886635341,10.082302970000795,8.079189095403374,6.318968113746434,-1.3021094491551273,-0.6295124114332247
163,163,练塘镇,青浦区,0.205131436,1902,174.6498721,11101,569.8037451,1230,0.144396508,19.31750772,2.961011820463156,7.550661243105336,5.162783238930786,9.314790473332646,6.345291994699281,7.114769448366463,-1.5841043540738484,-1.9351922356413052
164,164,赵巷镇,青浦区,0.220131006,465,143.8463895,38098,1169.307946,923,0.403795932,3.322599682,1.2007475132620564,6.142037405587356,4.968745990621048,10.547917066298643,7.06416735364187,6.827629234502852,-1.5135324280405373,-0.9068456474483509
165,165,重固镇,青浦区,0.244436814,389,76.45428343,38098,964.3853564,325,0.31900021,4.582053809,1.522147327524112,5.963579343618446,4.336692959974888,10.547917066298643,6.871490962035784,5.783825182329737,-1.408798432913707,-1.142563517890299
166,166,金泽镇,青浦区,0.158049518,1883,203.0739557,30089,567.0279027,804,0.11337425,29.06321458,3.369473270744227,7.5406215286571525,5.313570226488734,10.311914935439406,6.340408513628036,6.6895992691789665,-1.8448468899929873,-2.1770609857837115
167,167,香花桥街道,青浦区,0.195425091,743,127.4051049,19287,557.2697045,835,0.484272945,3.516121834,1.2573586305308926,6.610696044717759,4.847371812194,9.867186572809796,6.323049331892053,6.727431724850855,-1.6325781392240668,-0.7251065952672138
168,168,南京西路街道,静安区,0.599842182,81,163.2473401,75659,26909.75947,566,0.854728358,1.156206595,0.1451444696804153,4.394449154672439,5.095266474608794,11.233991681076148,10.200244305368109,6.338594078203183,-0.5110886883644483,-0.15697157046739313
169,169,曹家渡街道,静安区,0.577743996,52,274.975771,75371,49530.5301,236,0.874151422,0.061877853,-2.7825929500653652,3.9512437185814275,5.6166829883305125,11.230177864627965,10.810344528129493,5.4638318050256105,-0.5486244219197233,-0.13450166661669988
170,170,江宁路街道,静安区,0.445376773,65,252.5290747,76940,36590.5172,405,0.881411845,0.117302861,-2.1429961331683165,4.174387269895637,5.5315263894132025,11.250781176306287,10.50754439292292,6.003887067106539,-0.8088346741491015,-0.1262302878172625
